id,question,choiceA,choiceB,choiceC,choiceD,correctAnswer,explanation,part,type,topic,difficulty,context,transcript
"local-p5-122","BluePeak hired _____ experienced auditor for its Seattle office.","a","an","the","no article","B","“Experienced” begins with a vowel sound, so “an” is required. | “Experienced” bắt đầu bằng nguyên âm nên dùng “an”.","5","mcq","articles","500","",""
"local-p5-123","Greenfield hired _____ experienced auditor for its Denver office.","a","an","the","no article","B","“Experienced” begins with a vowel sound, so “an” is required. | “Experienced” bắt đầu bằng nguyên âm nên dùng “an”.","5","mcq","articles","500","",""
"local-p5-124","Summit hired _____ experienced auditor for its Austin office.","a","an","the","no article","B","“Experienced” begins with a vowel sound, so “an” is required. | “Experienced” bắt đầu bằng nguyên âm nên dùng “an”.","5","mcq","articles","500","",""
"local-p5-125","Riverside hired _____ experienced auditor for its Chicago office.","a","an","the","no article","B","“Experienced” begins with a vowel sound, so “an” is required. | “Experienced” bắt đầu bằng nguyên âm nên dùng “an”.","5","mcq","articles","500","",""
"local-p5-126","BrightPath hired _____ experienced auditor for its Portland office.","a","an","the","no article","B","“Experienced” begins with a vowel sound, so “an” is required. | “Experienced” bắt đầu bằng nguyên âm nên dùng “an”.","5","mcq","articles","500","",""
"local-p5-127","Harborview hired _____ experienced auditor for its Atlanta office.","a","an","the","no article","B","“Experienced” begins with a vowel sound, so “an” is required. | “Experienced” bắt đầu bằng nguyên âm nên dùng “an”.","5","mcq","articles","500","",""
"local-p5-128","Silverline hired _____ experienced auditor for its Phoenix office.","a","an","the","no article","B","“Experienced” begins with a vowel sound, so “an” is required. | “Experienced” bắt đầu bằng nguyên âm nên dùng “an”.","5","mcq","articles","500","",""
"local-p5-129","Oakridge hired _____ experienced auditor for its Miami office.","a","an","the","no article","B","“Experienced” begins with a vowel sound, so “an” is required. | “Experienced” bắt đầu bằng nguyên âm nên dùng “an”.","5","mcq","articles","500","",""
"local-p5-130","MetroWorks hired _____ experienced auditor for its Dallas office.","a","an","the","no article","B","“Experienced” begins with a vowel sound, so “an” is required. | “Experienced” bắt đầu bằng nguyên âm nên dùng “an”.","5","mcq","articles","500","",""
"local-p5-131","Northstar's new filing system is both efficient and _____.","rely","reliable","reliably","reliability","B","The parallel structure after “both” requires another adjective. | Cấu trúc song song cần tính từ “reliable” sau “efficient”.","5","mcq","word-forms","600","",""
"local-p5-132","BluePeak's new filing system is both efficient and _____.","rely","reliable","reliably","reliability","B","The parallel structure after “both” requires another adjective. | Cấu trúc song song cần tính từ “reliable” sau “efficient”.","5","mcq","word-forms","600","",""
"local-p5-133","Greenfield's new filing system is both efficient and _____.","rely","reliable","reliably","reliability","B","The parallel structure after “both” requires another adjective. | Cấu trúc song song cần tính từ “reliable” sau “efficient”.","5","mcq","word-forms","600","",""
"local-p5-134","Summit's new filing system is both efficient and _____.","rely","reliable","reliably","reliability","B","The parallel structure after “both” requires another adjective. | Cấu trúc song song cần tính từ “reliable” sau “efficient”.","5","mcq","word-forms","600","",""
"local-p5-135","Riverside's new filing system is both efficient and _____.","rely","reliable","reliably","reliability","B","The parallel structure after “both” requires another adjective. | Cấu trúc song song cần tính từ “reliable” sau “efficient”.","5","mcq","word-forms","600","",""
"local-p5-136","BrightPath's new filing system is both efficient and _____.","rely","reliable","reliably","reliability","B","The parallel structure after “both” requires another adjective. | Cấu trúc song song cần tính từ “reliable” sau “efficient”.","5","mcq","word-forms","600","",""
"local-p5-137","Harborview's new filing system is both efficient and _____.","rely","reliable","reliably","reliability","B","The parallel structure after “both” requires another adjective. | Cấu trúc song song cần tính từ “reliable” sau “efficient”.","5","mcq","word-forms","600","",""
"local-p5-138","Silverline's new filing system is both efficient and _____.","rely","reliable","reliably","reliability","B","The parallel structure after “both” requires another adjective. | Cấu trúc song song cần tính từ “reliable” sau “efficient”.","5","mcq","word-forms","600","",""
"local-p5-139","Oakridge's new filing system is both efficient and _____.","rely","reliable","reliably","reliability","B","The parallel structure after “both” requires another adjective. | Cấu trúc song song cần tính từ “reliable” sau “efficient”.","5","mcq","word-forms","600","",""
"local-p5-140","MetroWorks's new filing system is both efficient and _____.","rely","reliable","reliably","reliability","B","The parallel structure after “both” requires another adjective. | Cấu trúc song song cần tính từ “reliable” sau “efficient”.","5","mcq","word-forms","600","",""
"local-p5-141","Neither the director nor Ms. Carter _____ available for an interview today.","are","were","is","have","C","With “neither...nor”, the verb agrees with the nearest singular subject. | Với “neither...nor”, động từ hòa hợp với chủ ngữ số ít gần nhất nên dùng “is”.","5","mcq","subject-verb-agreement","700","",""
"local-p5-142","Neither the director nor Mr. Lee _____ available for an interview today.","are","were","is","have","C","With “neither...nor”, the verb agrees with the nearest singular subject. | Với “neither...nor”, động từ hòa hợp với chủ ngữ số ít gần nhất nên dùng “is”.","5","mcq","subject-verb-agreement","700","",""
"local-p5-143","Neither the director nor Ms. Nguyen _____ available for an interview today.","are","were","is","have","C","With “neither...nor”, the verb agrees with the nearest singular subject. | Với “neither...nor”, động từ hòa hợp với chủ ngữ số ít gần nhất nên dùng “is”.","5","mcq","subject-verb-agreement","700","",""
"local-p5-144","Neither the director nor Mr. Wilson _____ available for an interview today.","are","were","is","have","C","With “neither...nor”, the verb agrees with the nearest singular subject. | Với “neither...nor”, động từ hòa hợp với chủ ngữ số ít gần nhất nên dùng “is”.","5","mcq","subject-verb-agreement","700","",""
"local-p5-145","Neither the director nor Ms. Patel _____ available for an interview today.","are","were","is","have","C","With “neither...nor”, the verb agrees with the nearest singular subject. | Với “neither...nor”, động từ hòa hợp với chủ ngữ số ít gần nhất nên dùng “is”.","5","mcq","subject-verb-agreement","700","",""
"local-p5-146","Neither the director nor Mr. Brown _____ available for an interview today.","are","were","is","have","C","With “neither...nor”, the verb agrees with the nearest singular subject. | Với “neither...nor”, động từ hòa hợp với chủ ngữ số ít gần nhất nên dùng “is”.","5","mcq","subject-verb-agreement","700","",""
"local-p5-147","Neither the director nor Ms. Garcia _____ available for an interview today.","are","were","is","have","C","With “neither...nor”, the verb agrees with the nearest singular subject. | Với “neither...nor”, động từ hòa hợp với chủ ngữ số ít gần nhất nên dùng “is”.","5","mcq","subject-verb-agreement","700","",""
"local-p5-148","Neither the director nor Mr. Kim _____ available for an interview today.","are","were","is","have","C","With “neither...nor”, the verb agrees with the nearest singular subject. | Với “neither...nor”, động từ hòa hợp với chủ ngữ số ít gần nhất nên dùng “is”.","5","mcq","subject-verb-agreement","700","",""
"local-p5-149","Neither the director nor Ms. Taylor _____ available for an interview today.","are","were","is","have","C","With “neither...nor”, the verb agrees with the nearest singular subject. | Với “neither...nor”, động từ hòa hợp với chủ ngữ số ít gần nhất nên dùng “is”.","5","mcq","subject-verb-agreement","700","",""
"local-p5-150","Neither the director nor Mr. Martin _____ available for an interview today.","are","were","is","have","C","With “neither...nor”, the verb agrees with the nearest singular subject. | Với “neither...nor”, động từ hòa hợp với chủ ngữ số ít gần nhất nên dùng “is”.","5","mcq","subject-verb-agreement","700","",""
"local-p5-151","All sales team expense reports _____ be submitted before the end of the month.","must","would","might","could have","A","“Must” expresses a firm requirement. | “Must” diễn tả một yêu cầu bắt buộc.","5","mcq","modal-verbs","500","",""
"local-p5-152","All finance department expense reports _____ be submitted before the end of the month.","must","would","might","could have","A","“Must” expresses a firm requirement. | “Must” diễn tả một yêu cầu bắt buộc.","5","mcq","modal-verbs","500","",""
"local-p5-153","All marketing unit expense reports _____ be submitted before the end of the month.","must","would","might","could have","A","“Must” expresses a firm requirement. | “Must” diễn tả một yêu cầu bắt buộc.","5","mcq","modal-verbs","500","",""
"local-p5-154","All operations group expense reports _____ be submitted before the end of the month.","must","would","might","could have","A","“Must” expresses a firm requirement. | “Must” diễn tả một yêu cầu bắt buộc.","5","mcq","modal-verbs","500","",""
"local-p5-155","All customer service team expense reports _____ be submitted before the end of the month.","must","would","might","could have","A","“Must” expresses a firm requirement. | “Must” diễn tả một yêu cầu bắt buộc.","5","mcq","modal-verbs","500","",""
"local-p5-156","All research division expense reports _____ be submitted before the end of the month.","must","would","might","could have","A","“Must” expresses a firm requirement. | “Must” diễn tả một yêu cầu bắt buộc.","5","mcq","modal-verbs","500","",""
"local-p5-157","All human resources office expense reports _____ be submitted before the end of the month.","must","would","might","could have","A","“Must” expresses a firm requirement. | “Must” diễn tả một yêu cầu bắt buộc.","5","mcq","modal-verbs","500","",""
"local-p5-158","All shipping department expense reports _____ be submitted before the end of the month.","must","would","might","could have","A","“Must” expresses a firm requirement. | “Must” diễn tả một yêu cầu bắt buộc.","5","mcq","modal-verbs","500","",""
"local-p5-159","All technology team expense reports _____ be submitted before the end of the month.","must","would","might","could have","A","“Must” expresses a firm requirement. | “Must” diễn tả một yêu cầu bắt buộc.","5","mcq","modal-verbs","500","",""
"local-p5-160","All training unit expense reports _____ be submitted before the end of the month.","must","would","might","could have","A","“Must” expresses a firm requirement. | “Must” diễn tả một yêu cầu bắt buộc.","5","mcq","modal-verbs","500","",""
"local-p5-161","The board found Ms. Carter's proposal highly _____.","persuade","persuasive","persuasively","persuasion","B","An adjective is required after “found” to describe the proposal. | Cần tính từ “persuasive” để mô tả đề xuất.","5","mcq","adjectives","600","",""
"local-p5-162","The board found Mr. Lee's proposal highly _____.","persuade","persuasive","persuasively","persuasion","B","An adjective is required after “found” to describe the proposal. | Cần tính từ “persuasive” để mô tả đề xuất.","5","mcq","adjectives","600","",""
"local-p5-163","The board found Ms. Nguyen's proposal highly _____.","persuade","persuasive","persuasively","persuasion","B","An adjective is required after “found” to describe the proposal. | Cần tính từ “persuasive” để mô tả đề xuất.","5","mcq","adjectives","600","",""
"local-p5-164","The board found Mr. Wilson's proposal highly _____.","persuade","persuasive","persuasively","persuasion","B","An adjective is required after “found” to describe the proposal. | Cần tính từ “persuasive” để mô tả đề xuất.","5","mcq","adjectives","600","",""
"local-p5-165","The board found Ms. Patel's proposal highly _____.","persuade","persuasive","persuasively","persuasion","B","An adjective is required after “found” to describe the proposal. | Cần tính từ “persuasive” để mô tả đề xuất.","5","mcq","adjectives","600","",""
"local-p5-166","The board found Mr. Brown's proposal highly _____.","persuade","persuasive","persuasively","persuasion","B","An adjective is required after “found” to describe the proposal. | Cần tính từ “persuasive” để mô tả đề xuất.","5","mcq","adjectives","600","",""
"local-p5-167","The board found Ms. Garcia's proposal highly _____.","persuade","persuasive","persuasively","persuasion","B","An adjective is required after “found” to describe the proposal. | Cần tính từ “persuasive” để mô tả đề xuất.","5","mcq","adjectives","600","",""
"local-p5-168","The board found Mr. Kim's proposal highly _____.","persuade","persuasive","persuasively","persuasion","B","An adjective is required after “found” to describe the proposal. | Cần tính từ “persuasive” để mô tả đề xuất.","5","mcq","adjectives","600","",""
"local-p5-169","The board found Ms. Taylor's proposal highly _____.","persuade","persuasive","persuasively","persuasion","B","An adjective is required after “found” to describe the proposal. | Cần tính từ “persuasive” để mô tả đề xuất.","5","mcq","adjectives","600","",""
"local-p5-170","The board found Mr. Martin's proposal highly _____.","persuade","persuasive","persuasively","persuasion","B","An adjective is required after “found” to describe the proposal. | Cần tính từ “persuasive” để mô tả đề xuất.","5","mcq","adjectives","600","",""
"local-p5-171","_____ by the positive survey results, the Northstar team expanded the campaign.","Encourage","Encouraged","Encouraging","Encouragement","B","The team received encouragement, so the past participle begins the reduced passive clause. | Nhóm được khích lệ nên dùng quá khứ phân từ “Encouraged”.","5","mcq","participles","700","",""
"local-p5-172","_____ by the positive survey results, the BluePeak team expanded the campaign.","Encourage","Encouraged","Encouraging","Encouragement","B","The team received encouragement, so the past participle begins the reduced passive clause. | Nhóm được khích lệ nên dùng quá khứ phân từ “Encouraged”.","5","mcq","participles","700","",""
"local-p5-173","_____ by the positive survey results, the Greenfield team expanded the campaign.","Encourage","Encouraged","Encouraging","Encouragement","B","The team received encouragement, so the past participle begins the reduced passive clause. | Nhóm được khích lệ nên dùng quá khứ phân từ “Encouraged”.","5","mcq","participles","700","",""
"local-p5-174","_____ by the positive survey results, the Summit team expanded the campaign.","Encourage","Encouraged","Encouraging","Encouragement","B","The team received encouragement, so the past participle begins the reduced passive clause. | Nhóm được khích lệ nên dùng quá khứ phân từ “Encouraged”.","5","mcq","participles","700","",""
"local-p5-175","_____ by the positive survey results, the Riverside team expanded the campaign.","Encourage","Encouraged","Encouraging","Encouragement","B","The team received encouragement, so the past participle begins the reduced passive clause. | Nhóm được khích lệ nên dùng quá khứ phân từ “Encouraged”.","5","mcq","participles","700","",""
"local-p5-176","_____ by the positive survey results, the BrightPath team expanded the campaign.","Encourage","Encouraged","Encouraging","Encouragement","B","The team received encouragement, so the past participle begins the reduced passive clause. | Nhóm được khích lệ nên dùng quá khứ phân từ “Encouraged”.","5","mcq","participles","700","",""
"local-p5-177","_____ by the positive survey results, the Harborview team expanded the campaign.","Encourage","Encouraged","Encouraging","Encouragement","B","The team received encouragement, so the past participle begins the reduced passive clause. | Nhóm được khích lệ nên dùng quá khứ phân từ “Encouraged”.","5","mcq","participles","700","",""
"local-p5-178","_____ by the positive survey results, the Silverline team expanded the campaign.","Encourage","Encouraged","Encouraging","Encouragement","B","The team received encouragement, so the past participle begins the reduced passive clause. | Nhóm được khích lệ nên dùng quá khứ phân từ “Encouraged”.","5","mcq","participles","700","",""
"local-p5-179","_____ by the positive survey results, the Oakridge team expanded the campaign.","Encourage","Encouraged","Encouraging","Encouragement","B","The team received encouragement, so the past participle begins the reduced passive clause. | Nhóm được khích lệ nên dùng quá khứ phân từ “Encouraged”.","5","mcq","participles","700","",""
"local-p5-180","_____ by the positive survey results, the MetroWorks team expanded the campaign.","Encourage","Encouraged","Encouraging","Encouragement","B","The team received encouragement, so the past participle begins the reduced passive clause. | Nhóm được khích lệ nên dùng quá khứ phân từ “Encouraged”.","5","mcq","participles","700","",""
"local-p5-181","Ms. Carter has been in charge _____ the sales team since March.","at","with","of","for","C","The fixed expression is “in charge of”. | Cụm cố định đúng là “in charge of”.","5","mcq","prepositions","600","",""
"local-p5-182","Mr. Lee has been in charge _____ the finance department since March.","at","with","of","for","C","The fixed expression is “in charge of”. | Cụm cố định đúng là “in charge of”.","5","mcq","prepositions","600","",""
"local-p5-183","Ms. Nguyen has been in charge _____ the marketing unit since March.","at","with","of","for","C","The fixed expression is “in charge of”. | Cụm cố định đúng là “in charge of”.","5","mcq","prepositions","600","",""
"local-p5-184","Mr. Wilson has been in charge _____ the operations group since March.","at","with","of","for","C","The fixed expression is “in charge of”. | Cụm cố định đúng là “in charge of”.","5","mcq","prepositions","600","",""
"local-p5-185","Ms. Patel has been in charge _____ the customer service team since March.","at","with","of","for","C","The fixed expression is “in charge of”. | Cụm cố định đúng là “in charge of”.","5","mcq","prepositions","600","",""
"local-p5-186","Mr. Brown has been in charge _____ the research division since March.","at","with","of","for","C","The fixed expression is “in charge of”. | Cụm cố định đúng là “in charge of”.","5","mcq","prepositions","600","",""
"local-p5-187","Ms. Garcia has been in charge _____ the human resources office since March.","at","with","of","for","C","The fixed expression is “in charge of”. | Cụm cố định đúng là “in charge of”.","5","mcq","prepositions","600","",""
"local-p5-188","Mr. Kim has been in charge _____ the shipping department since March.","at","with","of","for","C","The fixed expression is “in charge of”. | Cụm cố định đúng là “in charge of”.","5","mcq","prepositions","600","",""
"local-p5-189","Ms. Taylor has been in charge _____ the technology team since March.","at","with","of","for","C","The fixed expression is “in charge of”. | Cụm cố định đúng là “in charge of”.","5","mcq","prepositions","600","",""
"local-p5-190","Mr. Martin has been in charge _____ the training unit since March.","at","with","of","for","C","The fixed expression is “in charge of”. | Cụm cố định đúng là “in charge of”.","5","mcq","prepositions","600","",""
"local-p5-191","The Northstar committee recommended that the final report _____ before publication.","is revised","be revised","was revised","revises","B","After “recommend that”, formal English uses the base-form subjunctive; the passive form is “be revised”. | Sau “recommend that” dùng giả định với động từ nguyên mẫu; dạng bị động là “be revised”.","5","mcq","subjunctive","800","",""
"local-p5-192","The BluePeak committee recommended that the final report _____ before publication.","is revised","be revised","was revised","revises","B","After “recommend that”, formal English uses the base-form subjunctive; the passive form is “be revised”. | Sau “recommend that” dùng giả định với động từ nguyên mẫu; dạng bị động là “be revised”.","5","mcq","subjunctive","800","",""
"local-p5-193","The Greenfield committee recommended that the final report _____ before publication.","is revised","be revised","was revised","revises","B","After “recommend that”, formal English uses the base-form subjunctive; the passive form is “be revised”. | Sau “recommend that” dùng giả định với động từ nguyên mẫu; dạng bị động là “be revised”.","5","mcq","subjunctive","800","",""
"local-p5-194","The Summit committee recommended that the final report _____ before publication.","is revised","be revised","was revised","revises","B","After “recommend that”, formal English uses the base-form subjunctive; the passive form is “be revised”. | Sau “recommend that” dùng giả định với động từ nguyên mẫu; dạng bị động là “be revised”.","5","mcq","subjunctive","800","",""
"local-p5-195","The Riverside committee recommended that the final report _____ before publication.","is revised","be revised","was revised","revises","B","After “recommend that”, formal English uses the base-form subjunctive; the passive form is “be revised”. | Sau “recommend that” dùng giả định với động từ nguyên mẫu; dạng bị động là “be revised”.","5","mcq","subjunctive","800","",""
"local-p5-196","The BrightPath committee recommended that the final report _____ before publication.","is revised","be revised","was revised","revises","B","After “recommend that”, formal English uses the base-form subjunctive; the passive form is “be revised”. | Sau “recommend that” dùng giả định với động từ nguyên mẫu; dạng bị động là “be revised”.","5","mcq","subjunctive","800","",""
"local-p5-197","The Harborview committee recommended that the final report _____ before publication.","is revised","be revised","was revised","revises","B","After “recommend that”, formal English uses the base-form subjunctive; the passive form is “be revised”. | Sau “recommend that” dùng giả định với động từ nguyên mẫu; dạng bị động là “be revised”.","5","mcq","subjunctive","800","",""
"local-p5-198","The Silverline committee recommended that the final report _____ before publication.","is revised","be revised","was revised","revises","B","After “recommend that”, formal English uses the base-form subjunctive; the passive form is “be revised”. | Sau “recommend that” dùng giả định với động từ nguyên mẫu; dạng bị động là “be revised”.","5","mcq","subjunctive","800","",""
"local-p5-199","The Oakridge committee recommended that the final report _____ before publication.","is revised","be revised","was revised","revises","B","After “recommend that”, formal English uses the base-form subjunctive; the passive form is “be revised”. | Sau “recommend that” dùng giả định với động từ nguyên mẫu; dạng bị động là “be revised”.","5","mcq","subjunctive","800","",""
"local-p5-200","The MetroWorks committee recommended that the final report _____ before publication.","is revised","be revised","was revised","revises","B","After “recommend that”, formal English uses the base-form subjunctive; the passive form is “be revised”. | Sau “recommend that” dùng giả định với động từ nguyên mẫu; dạng bị động là “be revised”.","5","mcq","subjunctive","800","",""
