id,question,choiceA,choiceB,choiceC,choiceD,correctAnswer,explanation,cefrLevel,skill,mode,type,topic,difficulty,context,transcript
"local-listening-066","What problem do the speakers discuss?","A broken printer","A missing invoice","A slow elevator","A lost key","A","The printer on the third floor is not working. | Máy in ở tầng ba bị hỏng.","B2","listening","conversations","listening","technology","700","","Man: The printer on the third floor has stopped working again.
Woman: Did you submit a request to the technology team?
Man: Yes, but Ms. Nguyen said the replacement part will not arrive until June 18.
Woman: In that case, use the printer beside the reception desk. I will let the rest of the Greenfield staff know."
"local-listening-067","Who has been contacted?","The finance department","The technology team","A customer","The building owner","B","The man submitted a request to the technology team. | Người đàn ông đã gửi yêu cầu cho nhóm công nghệ.","C1","listening","conversations","listening","technology","800","","Man: The printer on the third floor has stopped working again.
Woman: Did you submit a request to the technology team?
Man: Yes, but Ms. Nguyen said the replacement part will not arrive until June 18.
Woman: In that case, use the printer beside the reception desk. I will let the rest of the Greenfield staff know."
"local-listening-068","Why will the repair be delayed?","The office is closed","A part has not arrived","No request was submitted","The printer is in use","B","The needed replacement part will arrive later. | Linh kiện thay thế chưa tới.","C2","listening","conversations","listening","technology","900","","Man: The printer on the third floor has stopped working again.
Woman: Did you submit a request to the technology team?
Man: Yes, but Ms. Nguyen said the replacement part will not arrive until June 18.
Woman: In that case, use the printer beside the reception desk. I will let the rest of the Greenfield staff know."
"local-listening-069","Which printer should employees use?","The one on the third floor","The one beside reception","The one in the warehouse","The one at home","B","The woman recommends the printer beside reception. | Người phụ nữ đề nghị dùng máy in cạnh quầy lễ tân.","B2","listening","conversations","listening","technology","700","","Man: The printer on the third floor has stopped working again.
Woman: Did you submit a request to the technology team?
Man: Yes, but Ms. Nguyen said the replacement part will not arrive until June 18.
Woman: In that case, use the printer beside the reception desk. I will let the rest of the Greenfield staff know."
"local-listening-070","What will the woman probably do next?","Order paper","Inform the staff","Repair the printer herself","Call a customer","B","She says she will tell the rest of the staff. | Cô ấy sẽ thông báo cho các nhân viên khác.","C1","listening","conversations","listening","technology","800","","Man: The printer on the third floor has stopped working again.
Woman: Did you submit a request to the technology team?
Man: Yes, but Ms. Nguyen said the replacement part will not arrive until June 18.
Woman: In that case, use the printer beside the reception desk. I will let the rest of the Greenfield staff know."
"local-listening-071","What are the speakers discussing?","A presentation workshop","A customer survey","A job interview","A product launch","A","They are discussing registration for a presentation workshop. | Hai người đang nói về hội thảo kỹ năng thuyết trình.","C2","listening","conversations","listening","training","900","","Woman: Have you registered for the presentation workshop on June 18?
Man: Not yet. Is there still space in the afternoon session?
Woman: Yes, but registration closes today. The workshop will be held at the Greenfield training center in Denver.
Man: Great. I will sign up during my lunch break."
"local-listening-072","Which session interests the man?","The morning session","The afternoon session","The weekend session","The online session","B","He asks whether the afternoon session still has space. | Anh ấy quan tâm đến buổi chiều.","B2","listening","conversations","listening","training","700","","Woman: Have you registered for the presentation workshop on June 18?
Man: Not yet. Is there still space in the afternoon session?
Woman: Yes, but registration closes today. The workshop will be held at the Greenfield training center in Denver.
Man: Great. I will sign up during my lunch break."
"local-listening-073","When does registration close?","Today","Tomorrow","On June 18","Next month","A","The woman says registration closes today. | Người phụ nữ nói đăng ký đóng hôm nay.","C1","listening","conversations","listening","training","800","","Woman: Have you registered for the presentation workshop on June 18?
Man: Not yet. Is there still space in the afternoon session?
Woman: Yes, but registration closes today. The workshop will be held at the Greenfield training center in Denver.
Man: Great. I will sign up during my lunch break."
"local-listening-074","Where will the workshop be held?","At the Greenfield training center","At a hotel","At the man’s office","At a university","A","The woman names the company training center. | Địa điểm là trung tâm đào tạo của công ty.","C2","listening","conversations","listening","training","900","","Woman: Have you registered for the presentation workshop on June 18?
Man: Not yet. Is there still space in the afternoon session?
Woman: Yes, but registration closes today. The workshop will be held at the Greenfield training center in Denver.
Man: Great. I will sign up during my lunch break."
"local-listening-075","When will the man probably register?","Before breakfast","During lunch","After the workshop","Next week","B","He plans to sign up during his lunch break. | Anh ấy sẽ đăng ký trong giờ nghỉ trưa.","B2","listening","conversations","listening","training","700","","Woman: Have you registered for the presentation workshop on June 18?
Man: Not yet. Is there still space in the afternoon session?
Woman: Yes, but registration closes today. The workshop will be held at the Greenfield training center in Denver.
Man: Great. I will sign up during my lunch break."
"local-listening-076","What are the speakers planning to discuss?","A client complaint","A quarterly budget","A training course","A delivery route","B","They are arranging a discussion about the quarterly budget. | Hai người đang sắp xếp cuộc họp về ngân sách quý.","A2","listening","conversations","listening","meetings","600","","Woman: Are you ready to discuss the quarterly budget on July 2?
Man: I have a client call that morning. Could we meet at two in the afternoon instead?
Woman: Yes. Conference Room B is available then. I will update the calendar invitation now."
"local-listening-077","Why does the man want to change the meeting time?","He has a client call","He will be out of town","The room is being repaired","The report is incomplete","A","The man says he has a client call that morning. | Người đàn ông có cuộc gọi với khách hàng vào buổi sáng.","B1","listening","conversations","listening","meetings","650","","Woman: Are you ready to discuss the quarterly budget on July 2?
Man: I have a client call that morning. Could we meet at two in the afternoon instead?
Woman: Yes. Conference Room B is available then. I will update the calendar invitation now."
"local-listening-078","When will the speakers most likely meet?","At 9 A.M.","At noon","At 2 P.M.","At 5 P.M.","C","The man suggests two in the afternoon and the woman agrees. | Hai người đồng ý gặp lúc 2 giờ chiều.","A1","listening","conversations","listening","meetings","500","","Woman: Are you ready to discuss the quarterly budget on July 2?
Man: I have a client call that morning. Could we meet at two in the afternoon instead?
Woman: Yes. Conference Room B is available then. I will update the calendar invitation now."
"local-listening-079","Where will the meeting take place?","Conference Room B","A client office","The cafeteria","A hotel lobby","A","The woman says Conference Room B is available. | Người phụ nữ cho biết Phòng họp B còn trống.","A2","listening","conversations","listening","meetings","600","","Woman: Are you ready to discuss the quarterly budget on July 2?
Man: I have a client call that morning. Could we meet at two in the afternoon instead?
Woman: Yes. Conference Room B is available then. I will update the calendar invitation now."
"local-listening-080","What will the woman probably do next?","Call a supplier","Update the calendar invitation","Prepare lunch","Cancel the budget review","B","She says she will update the invitation immediately. | Cô ấy sẽ cập nhật lời mời trên lịch.","B1","listening","conversations","listening","meetings","650","","Woman: Are you ready to discuss the quarterly budget on July 2?
Man: I have a client call that morning. Could we meet at two in the afternoon instead?
Woman: Yes. Conference Room B is available then. I will update the calendar invitation now."
"local-listening-081","Why is the man calling?","To place a new order","To ask about a late delivery","To change a product color","To apply for a job","B","He is calling because his order did not arrive as expected. | Anh ấy gọi vì đơn hàng đến trễ.","B1","listening","conversations","listening","shipping","650","","Man: Hello, I am calling about an order from Summit. It was supposed to arrive in Austin yesterday.
Woman: Let me check. The carrier reported a weather delay, but the package is now scheduled for July 2.
Man: I paid for express delivery.
Woman: I understand. I will refund that charge to your card."
"local-listening-082","What caused the delay?","Bad weather","A payment issue","A wrong address","Low inventory","A","The carrier reported a weather delay. | Đơn vị vận chuyển báo chậm do thời tiết.","B2","listening","conversations","listening","shipping","700","","Man: Hello, I am calling about an order from Summit. It was supposed to arrive in Austin yesterday.
Woman: Let me check. The carrier reported a weather delay, but the package is now scheduled for July 2.
Man: I paid for express delivery.
Woman: I understand. I will refund that charge to your card."
"local-listening-083","What does the woman say about the package?","It will arrive on July 2","It was returned","It is at the store","It has not been shipped","A","The new delivery date is July 2. | Ngày giao hàng mới là July 2.","B1","listening","conversations","listening","shipping","650","","Man: Hello, I am calling about an order from Summit. It was supposed to arrive in Austin yesterday.
Woman: Let me check. The carrier reported a weather delay, but the package is now scheduled for July 2.
Man: I paid for express delivery.
Woman: I understand. I will refund that charge to your card."
"local-listening-084","What service did the man purchase?","Gift wrapping","Express delivery","Installation","Insurance","B","The man states that he paid for express delivery. | Người đàn ông đã trả phí giao hàng nhanh.","B2","listening","conversations","listening","shipping","700","","Man: Hello, I am calling about an order from Summit. It was supposed to arrive in Austin yesterday.
Woman: Let me check. The carrier reported a weather delay, but the package is now scheduled for July 2.
Man: I paid for express delivery.
Woman: I understand. I will refund that charge to your card."
"local-listening-085","What will the woman do?","Send a replacement","Refund the delivery charge","Call the weather office","Cancel the order","B","She offers to refund the express-delivery charge. | Cô ấy sẽ hoàn lại phí giao hàng nhanh.","B1","listening","conversations","listening","shipping","650","","Man: Hello, I am calling about an order from Summit. It was supposed to arrive in Austin yesterday.
Woman: Let me check. The carrier reported a weather delay, but the package is now scheduled for July 2.
Man: I paid for express delivery.
Woman: I understand. I will refund that charge to your card."
"local-listening-086","Where does the conversation take place?","At a hotel","At a bank","At a factory","At a restaurant","A","The woman welcomes the guest to a hotel. | Người phụ nữ chào khách tại khách sạn.","B2","listening","conversations","listening","travel","700","","Woman: Welcome to the Austin Grand Hotel. How may I help you?
Man: I have a reservation under Mr. Wilson, but my flight arrives after ten tonight.
Woman: That is fine. I will note your late arrival. Would you also like me to reserve the airport shuttle?
Man: Yes, please. My flight lands at nine thirty."
"local-listening-087","What is the man concerned about?","The room price","A late arrival","A missing passport","The breakfast menu","B","His flight arrives late, so he will reach the hotel after ten. | Chuyến bay đến muộn nên anh ấy tới khách sạn sau 10 giờ.","B1","listening","conversations","listening","travel","650","","Woman: Welcome to the Austin Grand Hotel. How may I help you?
Man: I have a reservation under Mr. Wilson, but my flight arrives after ten tonight.
Woman: That is fine. I will note your late arrival. Would you also like me to reserve the airport shuttle?
Man: Yes, please. My flight lands at nine thirty."
"local-listening-088","What will the woman add to the reservation?","A second room","A late-arrival note","A free dinner","An earlier checkout","B","She says she will note his late arrival. | Cô ấy sẽ ghi chú việc khách đến muộn.","B2","listening","conversations","listening","travel","700","","Woman: Welcome to the Austin Grand Hotel. How may I help you?
Man: I have a reservation under Mr. Wilson, but my flight arrives after ten tonight.
Woman: That is fine. I will note your late arrival. Would you also like me to reserve the airport shuttle?
Man: Yes, please. My flight lands at nine thirty."
"local-listening-089","What additional service does the woman offer?","Laundry service","A city tour","An airport shuttle","Room service","C","She offers to reserve the airport shuttle. | Cô ấy đề nghị đặt xe đưa đón sân bay.","B1","listening","conversations","listening","travel","650","","Woman: Welcome to the Austin Grand Hotel. How may I help you?
Man: I have a reservation under Mr. Wilson, but my flight arrives after ten tonight.
Woman: That is fine. I will note your late arrival. Would you also like me to reserve the airport shuttle?
Man: Yes, please. My flight lands at nine thirty."
"local-listening-090","When does the flight land?","At 8:30","At 9:00","At 9:30","At 10:30","C","The man says the flight lands at nine thirty. | Chuyến bay hạ cánh lúc 9 giờ 30.","B2","listening","conversations","listening","travel","700","","Woman: Welcome to the Austin Grand Hotel. How may I help you?
Man: I have a reservation under Mr. Wilson, but my flight arrives after ten tonight.
Woman: That is fine. I will note your late arrival. Would you also like me to reserve the airport shuttle?
Man: Yes, please. My flight lands at nine thirty."
"local-listening-091","What problem do the speakers discuss?","A broken printer","A missing invoice","A slow elevator","A lost key","A","The printer on the third floor is not working. | Máy in ở tầng ba bị hỏng.","C1","listening","conversations","listening","technology","800","","Man: The printer on the third floor has stopped working again.
Woman: Did you submit a request to the technology team?
Man: Yes, but Mr. Wilson said the replacement part will not arrive until July 2.
Woman: In that case, use the printer beside the reception desk. I will let the rest of the Summit staff know."
"local-listening-092","Who has been contacted?","The finance department","The technology team","A customer","The building owner","B","The man submitted a request to the technology team. | Người đàn ông đã gửi yêu cầu cho nhóm công nghệ.","C2","listening","conversations","listening","technology","900","","Man: The printer on the third floor has stopped working again.
Woman: Did you submit a request to the technology team?
Man: Yes, but Mr. Wilson said the replacement part will not arrive until July 2.
Woman: In that case, use the printer beside the reception desk. I will let the rest of the Summit staff know."
"local-listening-093","Why will the repair be delayed?","The office is closed","A part has not arrived","No request was submitted","The printer is in use","B","The needed replacement part will arrive later. | Linh kiện thay thế chưa tới.","B2","listening","conversations","listening","technology","700","","Man: The printer on the third floor has stopped working again.
Woman: Did you submit a request to the technology team?
Man: Yes, but Mr. Wilson said the replacement part will not arrive until July 2.
Woman: In that case, use the printer beside the reception desk. I will let the rest of the Summit staff know."
"local-listening-094","Which printer should employees use?","The one on the third floor","The one beside reception","The one in the warehouse","The one at home","B","The woman recommends the printer beside reception. | Người phụ nữ đề nghị dùng máy in cạnh quầy lễ tân.","C1","listening","conversations","listening","technology","800","","Man: The printer on the third floor has stopped working again.
Woman: Did you submit a request to the technology team?
Man: Yes, but Mr. Wilson said the replacement part will not arrive until July 2.
Woman: In that case, use the printer beside the reception desk. I will let the rest of the Summit staff know."
"local-listening-095","What will the woman probably do next?","Order paper","Inform the staff","Repair the printer herself","Call a customer","B","She says she will tell the rest of the staff. | Cô ấy sẽ thông báo cho các nhân viên khác.","C2","listening","conversations","listening","technology","900","","Man: The printer on the third floor has stopped working again.
Woman: Did you submit a request to the technology team?
Man: Yes, but Mr. Wilson said the replacement part will not arrive until July 2.
Woman: In that case, use the printer beside the reception desk. I will let the rest of the Summit staff know."
"local-listening-096","What are the speakers discussing?","A presentation workshop","A customer survey","A job interview","A product launch","A","They are discussing registration for a presentation workshop. | Hai người đang nói về hội thảo kỹ năng thuyết trình.","B2","listening","conversations","listening","training","700","","Woman: Have you registered for the presentation workshop on July 2?
Man: Not yet. Is there still space in the afternoon session?
Woman: Yes, but registration closes today. The workshop will be held at the Summit training center in Austin.
Man: Great. I will sign up during my lunch break."
"local-listening-097","Which session interests the man?","The morning session","The afternoon session","The weekend session","The online session","B","He asks whether the afternoon session still has space. | Anh ấy quan tâm đến buổi chiều.","C1","listening","conversations","listening","training","800","","Woman: Have you registered for the presentation workshop on July 2?
Man: Not yet. Is there still space in the afternoon session?
Woman: Yes, but registration closes today. The workshop will be held at the Summit training center in Austin.
Man: Great. I will sign up during my lunch break."
"local-listening-098","When does registration close?","Today","Tomorrow","On July 2","Next month","A","The woman says registration closes today. | Người phụ nữ nói đăng ký đóng hôm nay.","C2","listening","conversations","listening","training","900","","Woman: Have you registered for the presentation workshop on July 2?
Man: Not yet. Is there still space in the afternoon session?
Woman: Yes, but registration closes today. The workshop will be held at the Summit training center in Austin.
Man: Great. I will sign up during my lunch break."
"local-listening-099","Where will the workshop be held?","At the Summit training center","At a hotel","At the man’s office","At a university","A","The woman names the company training center. | Địa điểm là trung tâm đào tạo của công ty.","B2","listening","conversations","listening","training","700","","Woman: Have you registered for the presentation workshop on July 2?
Man: Not yet. Is there still space in the afternoon session?
Woman: Yes, but registration closes today. The workshop will be held at the Summit training center in Austin.
Man: Great. I will sign up during my lunch break."
"local-listening-100","When will the man probably register?","Before breakfast","During lunch","After the workshop","Next week","B","He plans to sign up during his lunch break. | Anh ấy sẽ đăng ký trong giờ nghỉ trưa.","C1","listening","conversations","listening","training","800","","Woman: Have you registered for the presentation workshop on July 2?
Man: Not yet. Is there still space in the afternoon session?
Woman: Yes, but registration closes today. The workshop will be held at the Summit training center in Austin.
Man: Great. I will sign up during my lunch break."
"local-listening-101","Who is the announcement for?","Northstar employees","Hotel guests","Airline passengers","Job applicants","A","The opening addresses company employees. | Phần mở đầu hướng tới nhân viên công ty.","B1","listening","short-talks","listening","announcements","650","","Attention, Northstar employees. The Boston office will close at three o'clock on June 4 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-102","Why will the office close early?","For an electrical inspection","For a holiday party","For staff training","For a customer visit","A","The electrical system will be inspected. | Hệ thống điện sẽ được kiểm tra.","A1","listening","short-talks","listening","announcements","500","","Attention, Northstar employees. The Boston office will close at three o'clock on June 4 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-103","At what time will the office close?","At 2:00","At 3:00","At 4:00","At 5:00","B","The announcement gives a closing time of three o’clock. | Văn phòng đóng cửa lúc 3 giờ.","A2","listening","short-talks","listening","announcements","600","","Attention, Northstar employees. The Boston office will close at three o'clock on June 4 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-104","What should staff do before leaving?","Move the furniture","Shut down computers","Submit expense reports","Call customers","B","Employees should save work and shut down computers. | Nhân viên cần lưu công việc và tắt máy tính.","B1","listening","short-talks","listening","announcements","650","","Attention, Northstar employees. The Boston office will close at three o'clock on June 4 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-105","Where may employees finish their hours?","At home","At a cafe","At another branch","At the inspection site","A","The remaining hours may be completed from home. | Nhân viên có thể hoàn thành giờ làm tại nhà.","A1","listening","short-talks","listening","announcements","500","","Attention, Northstar employees. The Boston office will close at three o'clock on June 4 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-106","What is being advertised?","An office-furniture sale","A training course","A moving service","A business conference","A","The message advertises discounts on office furniture. | Bài nói quảng cáo giảm giá nội thất văn phòng.","B2","listening","short-talks","listening","advertisements","700","","This week only, visit the Northstar Home Store in Boston for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 4, so shop early for the best selection."
"local-listening-107","Which item is discounted by twenty percent?","Desk chairs","Desks","Lamps","Computers","B","Desks are twenty percent off. | Bàn làm việc được giảm 20 phần trăm.","B1","listening","short-talks","listening","advertisements","650","","This week only, visit the Northstar Home Store in Boston for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 4, so shop early for the best selection."
"local-listening-108","What do customers receive when spending over $200?","A free chair","Free delivery","A store membership","An extra discount","B","Orders over $200 include free delivery. | Đơn trên 200 đô la được giao miễn phí.","B2","listening","short-talks","listening","advertisements","700","","This week only, visit the Northstar Home Store in Boston for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 4, so shop early for the best selection."
"local-listening-109","When does the sale end?","June 4","Today at noon","Next year","At the end of the month","A","The sale ends on June 4. | Đợt giảm giá kết thúc vào June 4.","B1","listening","short-talks","listening","advertisements","650","","This week only, visit the Northstar Home Store in Boston for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 4, so shop early for the best selection."
"local-listening-110","Why are listeners advised to shop early?","The store closes at noon","To get the best selection","Delivery takes a month","Prices rise each morning","B","Shopping early provides the best selection. | Mua sớm giúp có nhiều lựa chọn nhất.","B2","listening","short-talks","listening","advertisements","700","","This week only, visit the Northstar Home Store in Boston for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 4, so shop early for the best selection."
"local-listening-111","Where would this announcement most likely be heard?","At an airport","At a restaurant","At a bank","At a factory","A","The message concerns a flight, gate, and boarding. | Thông báo về chuyến bay, cửa ra máy bay và giờ lên máy bay.","B1","listening","short-talks","listening","airport","650","","May I have your attention, please. Flight 482 to Boston will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-112","What has changed?","The destination","The gate number","The airline","The ticket price","B","The departure gate changed from 12 to 16. | Cửa ra máy bay đổi từ 12 sang 16.","B2","listening","short-talks","listening","airport","700","","May I have your attention, please. Flight 482 to Boston will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-113","What is the new gate?","Gate 6","Gate 12","Gate 16","Gate 45","C","The flight will depart from Gate 16. | Chuyến bay khởi hành ở cửa 16.","B1","listening","short-talks","listening","airport","650","","May I have your attention, please. Flight 482 to Boston will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-114","When will boarding begin?","At 6:25","At 6:45","At 7:05","At 7:45","B","Boarding begins at six forty-five. | Giờ lên máy bay là 6 giờ 45.","B2","listening","short-talks","listening","airport","700","","May I have your attention, please. Flight 482 to Boston will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-115","Who should go to the information desk?","Passengers needing assistance","All flight attendants","Passengers buying food","Airport drivers","A","Passengers who need assistance are directed there. | Hành khách cần hỗ trợ nên tới quầy thông tin.","B1","listening","short-talks","listening","airport","650","","May I have your attention, please. Flight 482 to Boston will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-116","What event are listeners attending?","A small business forum","A music festival","A university exam","A product sale","A","The speaker welcomes listeners to a small business forum. | Người nói chào mừng người nghe tới diễn đàn doanh nghiệp nhỏ.","C2","listening","short-talks","listening","events","900","","Welcome to the Northstar Small Business Forum in Boston. Our first speaker, Ms. Carter, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-117","What will the first speaker discuss?","Digital marketing","Office safety","Hotel management","International shipping","A","The first talk is about digital marketing. | Bài nói đầu tiên về tiếp thị số.","B2","listening","short-talks","listening","events","700","","Welcome to the Northstar Small Business Forum in Boston. Our first speaker, Ms. Carter, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-118","Where will the finance seminar take place?","Hall A","Hall B","Hall C","The auditorium","C","The seminar has moved to Hall C. | Hội thảo tài chính chuyển sang Hội trường C.","C1","listening","short-talks","listening","events","800","","Welcome to the Northstar Small Business Forum in Boston. Our first speaker, Ms. Carter, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-119","When will lunch be served?","At 9:30","At 11:00","At 12:15","At 1:30","C","Lunch is scheduled for twelve fifteen. | Bữa trưa diễn ra lúc 12 giờ 15.","C2","listening","short-talks","listening","events","900","","Welcome to the Northstar Small Business Forum in Boston. Our first speaker, Ms. Carter, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-120","What are attendees asked to do?","Keep name badges visible","Turn in a report","Leave before lunch","Move to Hall A","A","Attendees should keep their badges visible all day. | Người tham dự cần đeo thẻ tên trong suốt ngày.","B2","listening","short-talks","listening","events","700","","Welcome to the Northstar Small Business Forum in Boston. Our first speaker, Ms. Carter, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-121","Why is the speaker calling?","A laptop repair is complete","A payment is overdue","A meeting was canceled","A new job is available","A","The speaker says the repaired laptop is ready. | Người nói báo máy tính đã sửa xong.","C1","listening","short-talks","listening","voicemail","800","","Hello, this message is for Ms. Carter. This is Daniel from the Northstar repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Boston counter is open until seven this evening, but it will close at five on June 4. Please bring your repair receipt when you come."
"local-listening-122","What part was replaced?","The screen","The keyboard","The battery","The camera","C","The repair center replaced the battery. | Trung tâm đã thay pin.","C2","listening","short-talks","listening","voicemail","900","","Hello, this message is for Ms. Carter. This is Daniel from the Northstar repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Boston counter is open until seven this evening, but it will close at five on June 4. Please bring your repair receipt when you come."
"local-listening-123","What else was done?","Files were deleted","The operating system was updated","A printer was installed","The laptop was exchanged","B","The operating system was updated. | Hệ điều hành đã được cập nhật.","B2","listening","short-talks","listening","voicemail","700","","Hello, this message is for Ms. Carter. This is Daniel from the Northstar repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Boston counter is open until seven this evening, but it will close at five on June 4. Please bring your repair receipt when you come."
"local-listening-124","Until what time is the counter open today?","Five","Six","Seven","Eight","C","The counter is open until seven this evening. | Quầy mở tới 7 giờ tối nay.","C1","listening","short-talks","listening","voicemail","800","","Hello, this message is for Ms. Carter. This is Daniel from the Northstar repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Boston counter is open until seven this evening, but it will close at five on June 4. Please bring your repair receipt when you come."
"local-listening-125","What should the customer bring?","A repair receipt","A passport","A new battery","A warranty advertisement","A","The message asks the customer to bring the repair receipt. | Khách hàng cần mang phiếu sửa chữa.","C2","listening","short-talks","listening","voicemail","900","","Hello, this message is for Ms. Carter. This is Daniel from the Northstar repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Boston counter is open until seven this evening, but it will close at five on June 4. Please bring your repair receipt when you come."
"local-listening-126","Who is the announcement for?","BluePeak employees","Hotel guests","Airline passengers","Job applicants","A","The opening addresses company employees. | Phần mở đầu hướng tới nhân viên công ty.","A1","listening","short-talks","listening","announcements","500","","Attention, BluePeak employees. The Seattle office will close at three o'clock on June 11 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-127","Why will the office close early?","For an electrical inspection","For a holiday party","For staff training","For a customer visit","A","The electrical system will be inspected. | Hệ thống điện sẽ được kiểm tra.","A2","listening","short-talks","listening","announcements","600","","Attention, BluePeak employees. The Seattle office will close at three o'clock on June 11 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-128","At what time will the office close?","At 2:00","At 3:00","At 4:00","At 5:00","B","The announcement gives a closing time of three o’clock. | Văn phòng đóng cửa lúc 3 giờ.","B1","listening","short-talks","listening","announcements","650","","Attention, BluePeak employees. The Seattle office will close at three o'clock on June 11 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-129","What should staff do before leaving?","Move the furniture","Shut down computers","Submit expense reports","Call customers","B","Employees should save work and shut down computers. | Nhân viên cần lưu công việc và tắt máy tính.","A1","listening","short-talks","listening","announcements","500","","Attention, BluePeak employees. The Seattle office will close at three o'clock on June 11 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-130","Where may employees finish their hours?","At home","At a cafe","At another branch","At the inspection site","A","The remaining hours may be completed from home. | Nhân viên có thể hoàn thành giờ làm tại nhà.","A2","listening","short-talks","listening","announcements","600","","Attention, BluePeak employees. The Seattle office will close at three o'clock on June 11 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-131","What is being advertised?","An office-furniture sale","A training course","A moving service","A business conference","A","The message advertises discounts on office furniture. | Bài nói quảng cáo giảm giá nội thất văn phòng.","B1","listening","short-talks","listening","advertisements","650","","This week only, visit the BluePeak Home Store in Seattle for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 11, so shop early for the best selection."
"local-listening-132","Which item is discounted by twenty percent?","Desk chairs","Desks","Lamps","Computers","B","Desks are twenty percent off. | Bàn làm việc được giảm 20 phần trăm.","B2","listening","short-talks","listening","advertisements","700","","This week only, visit the BluePeak Home Store in Seattle for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 11, so shop early for the best selection."
"local-listening-133","What do customers receive when spending over $200?","A free chair","Free delivery","A store membership","An extra discount","B","Orders over $200 include free delivery. | Đơn trên 200 đô la được giao miễn phí.","B1","listening","short-talks","listening","advertisements","650","","This week only, visit the BluePeak Home Store in Seattle for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 11, so shop early for the best selection."
